supply_id,sourcing_partner_id,pincode,status,created_at,first_call_at,activated_at,last_week_cac,activation_time
460,97,2,created,2022-12-25 19:00:05.431835,2022-12-30 19:00:05.431835,2023-01-03 19:00:05.431835,94,9
461,98,4,first call,2022-06-15 19:00:05.431835,2022-06-20 19:00:05.431835,2022-06-27 19:00:05.431835,78,12
462,96,4,first call,2022-09-30 19:00:05.431835,2022-10-06 19:00:05.431835,2022-10-07 19:00:05.431835,43,7
463,99,2,activated,2022-12-09 19:00:05.431835,2022-12-16 19:00:05.431835,2022-12-17 19:00:05.431835,80,8
464,99,4,first call,2022-06-15 19:00:05.431835,2022-06-20 19:00:05.431835,2022-06-23 19:00:05.431835,28,8
465,97,1,first call,2022-04-08 19:00:05.431835,2022-04-13 19:00:05.431835,2022-04-17 19:00:05.431835,87,9
466,97,4,activated,2023-02-06 19:00:05.431835,2023-02-12 19:00:05.431835,2023-02-18 19:00:05.431835,61,12
467,97,1,activated,2022-10-16 19:00:05.431835,2022-10-20 19:00:05.431835,2022-10-23 19:00:05.431835,79,7
468,96,3,activated,2022-07-27 19:00:05.431835,2022-07-28 19:00:05.431835,2022-07-29 19:00:05.431835,28,2
469,96,2,created,2023-03-23 19:00:05.431835,2023-03-24 19:00:05.431835,2023-03-31 19:00:05.431835,51,8
470,97,1,first call,2022-06-05 19:00:05.431835,2022-06-09 19:00:05.431835,2022-06-14 19:00:05.431835,24,9
471,99,3,first call,2022-04-02 19:00:05.431835,2022-04-09 19:00:05.431835,2022-04-12 19:00:05.431835,63,10
472,98,2,first call,2022-06-07 19:00:05.431835,2022-06-14 19:00:05.431835,2022-06-18 19:00:05.431835,22,11
473,99,4,first call,2022-08-09 19:00:05.431835,2022-08-15 19:00:05.431835,2022-08-21 19:00:05.431835,45,12
474,99,4,first call,2022-06-21 19:00:05.431835,2022-06-24 19:00:05.431835,2022-06-30 19:00:05.431835,28,9
475,98,1,activated,2022-10-01 19:00:05.431835,2022-10-02 19:00:05.431835,2022-10-05 19:00:05.431835,75,4
476,97,1,activated,2022-05-09 19:00:05.431835,2022-05-10 19:00:05.431835,2022-05-17 19:00:05.431835,49,8
477,97,3,first call,2022-11-30 19:00:05.431835,2022-12-06 19:00:05.431835,2022-12-07 19:00:05.431835,65,7
478,98,4,first call,2023-01-12 19:00:05.431835,2023-01-17 19:00:05.431835,2023-01-24 19:00:05.431835,48,12
479,99,3,first call,2022-08-23 19:00:05.431835,2022-08-24 19:00:05.431835,2022-08-25 19:00:05.431835,37,2
480,99,3,created,2022-12-14 19:00:05.431835,2022-12-21 19:00:05.431835,2022-12-22 19:00:05.431835,24,8
481,99,3,created,2022-08-09 19:00:05.431835,2022-08-10 19:00:05.431835,2022-08-15 19:00:05.431835,37,6
482,97,4,first call,2022-06-14 19:00:05.431835,2022-06-21 19:00:05.431835,2022-06-24 19:00:05.431835,88,10
483,96,4,created,2022-07-12 19:00:05.431835,2022-07-16 19:00:05.431835,2022-07-18 19:00:05.431835,19,6
484,96,1,activated,2022-09-29 19:00:05.431835,2022-10-05 19:00:05.431835,2022-10-08 19:00:05.431835,73,9
485,97,1,created,2022-06-01 19:00:05.431835,2022-06-08 19:00:05.431835,2022-06-09 19:00:05.431835,24,8
486,99,3,created,2022-05-21 19:00:05.431835,2022-05-25 19:00:05.431835,2022-06-01 19:00:05.431835,11,11
487,96,4,activated,2022-08-04 19:00:05.431835,2022-08-08 19:00:05.431835,2022-08-09 19:00:05.431835,96,5
488,98,2,created,2023-01-06 19:00:05.431835,2023-01-07 19:00:05.431835,2023-01-13 19:00:05.431835,31,7
489,96,3,created,2023-01-20 19:00:05.431835,2023-01-23 19:00:05.431835,2023-01-25 19:00:05.431835,10,5
490,96,2,first call,2022-05-31 19:00:05.431835,2022-06-07 19:00:05.431835,2022-06-11 19:00:05.431835,94,11
491,98,3,created,2022-04-03 19:00:05.431835,2022-04-09 19:00:05.431835,2022-04-13 19:00:05.431835,54,10
492,98,2,activated,2022-08-27 19:00:05.431835,2022-08-31 19:00:05.431835,2022-09-05 19:00:05.431835,84,9
493,99,1,first call,2022-08-31 19:00:05.431835,2022-09-02 19:00:05.431835,2022-09-05 19:00:05.431835,38,5
494,99,4,created,2022-09-06 19:00:05.431835,2022-09-12 19:00:05.431835,2022-09-13 19:00:05.431835,55,7
495,96,3,activated,2023-01-07 19:00:05.431835,2023-01-10 19:00:05.431835,2023-01-17 19:00:05.431835,10,10
496,99,4,activated,2023-01-16 19:00:05.431835,2023-01-22 19:00:05.431835,2023-01-24 19:00:05.431835,20,8
497,96,4,first call,2022-08-20 19:00:05.431835,2022-08-24 19:00:05.431835,2022-08-27 19:00:05.431835,96,7
498,96,3,created,2022-08-02 19:00:05.431835,2022-08-08 19:00:05.431835,2022-08-13 19:00:05.431835,57,11
499,99,4,created,2022-11-03 19:00:05.431835,2022-11-04 19:00:05.431835,2022-11-07 19:00:05.431835,85,4
500,97,3,created,2022-07-31 19:00:05.431835,2022-08-01 19:00:05.431835,2022-08-06 19:00:05.431835,51,6
501,97,4,activated,2022-09-12 19:00:05.431835,2022-09-18 19:00:05.431835,2022-09-19 19:00:05.431835,98,7
502,99,1,created,2023-02-15 19:00:05.431835,2023-02-22 19:00:05.431835,2023-02-23 19:00:05.431835,26,8
503,97,2,first call,2022-09-26 19:00:05.431835,2022-09-30 19:00:05.431835,2022-10-05 19:00:05.431835,28,9
504,98,4,created,2022-08-03 19:00:05.431835,2022-08-04 19:00:05.431835,2022-08-09 19:00:05.431835,31,6
505,99,4,created,2022-09-27 19:00:05.431835,2022-10-03 19:00:05.431835,2022-10-04 19:00:05.431835,55,7
506,97,2,created,2022-08-31 19:00:05.431835,2022-09-01 19:00:05.431835,2022-09-06 19:00:05.431835,77,6
507,97,1,first call,2023-03-14 19:00:05.431835,2023-03-21 19:00:05.431835,2023-03-24 19:00:05.431835,33,10
508,98,4,created,2022-10-10 19:00:05.431835,2022-10-16 19:00:05.431835,2022-10-18 19:00:05.431835,41,8
509,98,2,first call,2022-08-12 19:00:05.431835,2022-08-14 19:00:05.431835,2022-08-19 19:00:05.431835,84,7
510,98,3,created,2022-11-05 19:00:05.431835,2022-11-08 19:00:05.431835,2022-11-13 19:00:05.431835,79,8
511,99,4,created,2022-11-11 19:00:05.431835,2022-11-15 19:00:05.431835,2022-11-16 19:00:05.431835,85,5
512,96,1,activated,2022-04-12 19:00:05.431835,2022-04-13 19:00:05.431835,2022-04-15 19:00:05.431835,64,3
513,96,1,first call,2022-08-11 19:00:05.431835,2022-08-13 19:00:05.431835,2022-08-20 19:00:05.431835,27,9
514,96,4,first call,2022-12-30 19:00:05.431835,2023-01-01 19:00:05.431835,2023-01-05 19:00:05.431835,80,6
515,97,2,first call,2023-03-04 19:00:05.431835,2023-03-06 19:00:05.431835,2023-03-13 19:00:05.431835,20,9
516,97,2,first call,2022-11-04 19:00:05.431835,2022-11-11 19:00:05.431835,2022-11-12 19:00:05.431835,14,8
517,97,4,created,2022-10-20 19:00:05.431835,2022-10-26 19:00:05.431835,2022-10-31 19:00:05.431835,98,11
518,98,1,first call,2022-12-03 19:00:05.431835,2022-12-07 19:00:05.431835,2022-12-12 19:00:05.431835,59,9
519,99,4,first call,2022-03-31 19:00:05.431835,2022-04-06 19:00:05.431835,2022-04-09 19:00:05.431835,86,9
520,97,2,created,2022-08-07 19:00:05.431835,2022-08-12 19:00:05.431835,2022-08-16 19:00:05.431835,77,9
521,99,3,activated,2023-02-28 19:00:05.431835,2023-03-06 19:00:05.431835,2023-03-07 19:00:05.431835,94,7
522,98,3,first call,2022-05-05 19:00:05.431835,2022-05-12 19:00:05.431835,2022-05-13 19:00:05.431835,25,8
523,98,3,created,2022-07-16 19:00:05.431835,2022-07-21 19:00:05.431835,2022-07-27 19:00:05.431835,25,11
524,99,1,created,2023-01-16 19:00:05.431835,2023-01-22 19:00:05.431835,2023-01-28 19:00:05.431835,17,12
525,96,1,created,2023-02-23 19:00:05.431835,2023-02-26 19:00:05.431835,2023-03-05 19:00:05.431835,64,10
526,96,3,first call,2022-08-26 19:00:05.431835,2022-08-31 19:00:05.431835,2022-09-05 19:00:05.431835,57,10
527,96,4,created,2022-04-17 19:00:05.431835,2022-04-20 19:00:05.431835,2022-04-22 19:00:05.431835,68,5
528,98,4,created,2023-01-16 19:00:05.431835,2023-01-21 19:00:05.431835,2023-01-27 19:00:05.431835,48,11
529,97,1,created,2023-03-23 19:00:05.431835,2023-03-27 19:00:05.431835,2023-04-01 19:00:05.431835,33,9
530,97,1,created,2022-10-10 19:00:05.431835,2022-10-11 19:00:05.431835,2022-10-15 19:00:05.431835,79,5
531,97,3,first call,2022-07-19 19:00:05.431835,2022-07-22 19:00:05.431835,2022-07-25 19:00:05.431835,51,6
532,97,2,first call,2023-01-26 19:00:05.431835,2023-01-31 19:00:05.431835,2023-02-04 19:00:05.431835,80,9
533,96,3,first call,2022-07-26 19:00:05.431835,2022-08-01 19:00:05.431835,2022-08-02 19:00:05.431835,28,7
534,99,2,activated,2022-09-22 19:00:05.431835,2022-09-23 19:00:05.431835,2022-09-29 19:00:05.431835,63,7
535,99,4,created,2022-05-27 19:00:05.431835,2022-05-30 19:00:05.431835,2022-06-06 19:00:05.431835,31,10
536,97,3,activated,2023-02-23 19:00:05.431835,2023-03-02 19:00:05.431835,2023-03-06 19:00:05.431835,80,11
537,96,3,activated,2023-03-08 19:00:05.431835,2023-03-10 19:00:05.431835,2023-03-13 19:00:05.431835,49,5
538,98,2,activated,2023-02-27 19:00:05.431835,2023-03-06 19:00:05.431835,2023-03-12 19:00:05.431835,27,13
539,96,1,created,2023-03-17 19:00:05.431835,2023-03-22 19:00:05.431835,2023-03-25 19:00:05.431835,83,8
540,98,4,first call,2022-04-27 19:00:05.431835,2022-05-01 19:00:05.431835,2022-05-03 19:00:05.431835,11,6
541,98,4,created,2022-06-10 19:00:05.431835,2022-06-11 19:00:05.431835,2022-06-16 19:00:05.431835,78,6
542,98,4,created,2022-11-30 19:00:05.431835,2022-12-01 19:00:05.431835,2022-12-05 19:00:05.431835,69,5
543,99,1,first call,2023-03-20 19:00:05.431835,2023-03-23 19:00:05.431835,2023-03-24 19:00:05.431835,80,4
544,96,3,first call,2023-01-30 19:00:05.431835,2023-01-31 19:00:05.431835,2023-02-05 19:00:05.431835,10,6
545,99,2,created,2022-04-13 19:00:05.431835,2022-04-15 19:00:05.431835,2022-04-20 19:00:05.431835,47,7
546,98,1,first call,2022-12-11 19:00:05.431835,2022-12-15 19:00:05.431835,2022-12-22 19:00:05.431835,59,11
547,98,3,activated,2022-07-30 19:00:05.431835,2022-08-06 19:00:05.431835,2022-08-08 19:00:05.431835,25,9
548,97,1,activated,2023-02-05 19:00:05.431835,2023-02-07 19:00:05.431835,2023-02-14 19:00:05.431835,65,9
549,99,1,activated,2022-07-13 19:00:05.431835,2022-07-17 19:00:05.431835,2022-07-24 19:00:05.431835,48,11
550,96,2,created,2022-07-07 19:00:05.431835,2022-07-12 19:00:05.431835,2022-07-18 19:00:05.431835,21,11
551,98,4,created,2022-04-24 19:00:05.431835,2022-05-01 19:00:05.431835,2022-05-05 19:00:05.431835,11,11
552,97,2,activated,2022-08-21 19:00:05.431835,2022-08-25 19:00:05.431835,2022-08-31 19:00:05.431835,77,10
553,99,1,created,2022-12-29 19:00:05.431835,2023-01-01 19:00:05.431835,2023-01-04 19:00:05.431835,56,6
554,97,3,created,2022-08-29 19:00:05.431835,2022-08-30 19:00:05.431835,2022-09-05 19:00:05.431835,61,7
555,98,4,activated,2022-08-19 19:00:05.431835,2022-08-20 19:00:05.431835,2022-08-24 19:00:05.431835,31,5
556,98,3,first call,2022-11-05 19:00:05.431835,2022-11-06 19:00:05.431835,2022-11-07 19:00:05.431835,79,2
557,99,2,activated,2022-07-15 19:00:05.431835,2022-07-19 19:00:05.431835,2022-07-24 19:00:05.431835,95,9
558,97,2,first call,2023-02-23 19:00:05.431835,2023-02-25 19:00:05.431835,2023-02-26 19:00:05.431835,97,3
559,99,2,created,2022-04-26 19:00:05.431835,2022-04-28 19:00:05.431835,2022-04-30 19:00:05.431835,47,4
560,98,1,first call,2022-05-06 19:00:05.431835,2022-05-07 19:00:05.431835,2022-05-11 19:00:05.431835,75,5
561,97,2,first call,2023-03-04 19:00:05.431835,2023-03-05 19:00:05.431835,2023-03-06 19:00:05.431835,20,2
562,97,3,created,2022-10-01 19:00:05.431835,2022-10-05 19:00:05.431835,2022-10-09 19:00:05.431835,98,8
563,98,3,created,2022-06-02 19:00:05.431835,2022-06-06 19:00:05.431835,2022-06-11 19:00:05.431835,13,9
564,99,4,created,2022-05-18 19:00:05.431835,2022-05-24 19:00:05.431835,2022-05-31 19:00:05.431835,31,13
565,96,4,created,2023-02-24 19:00:05.431835,2023-02-27 19:00:05.431835,2023-03-01 19:00:05.431835,51,5
566,99,2,activated,2022-09-10 19:00:05.431835,2022-09-15 19:00:05.431835,2022-09-20 19:00:05.431835,63,10
567,98,1,activated,2022-11-26 19:00:05.431835,2022-11-28 19:00:05.431835,2022-11-29 19:00:05.431835,97,3
568,99,4,first call,2022-12-16 19:00:05.431835,2022-12-17 19:00:05.431835,2022-12-20 19:00:05.431835,16,4
569,97,1,first call,2022-10-25 19:00:05.431835,2022-10-28 19:00:05.431835,2022-10-31 19:00:05.431835,79,6
570,98,4,created,2022-09-23 19:00:05.431835,2022-09-24 19:00:05.431835,2022-09-29 19:00:05.431835,52,6
571,96,3,created,2022-08-21 19:00:05.431835,2022-08-22 19:00:05.431835,2022-08-26 19:00:05.431835,57,5
572,98,2,created,2022-11-25 19:00:05.431835,2022-11-26 19:00:05.431835,2022-11-29 19:00:05.431835,67,4
573,97,1,first call,2022-11-13 19:00:05.431835,2022-11-20 19:00:05.431835,2022-11-22 19:00:05.431835,33,9
574,98,2,activated,2022-08-07 19:00:05.431835,2022-08-08 19:00:05.431835,2022-08-10 19:00:05.431835,84,3
575,98,2,activated,2022-09-12 19:00:05.431835,2022-09-16 19:00:05.431835,2022-09-18 19:00:05.431835,12,6
576,96,3,created,2022-05-24 19:00:05.431835,2022-05-28 19:00:05.431835,2022-06-03 19:00:05.431835,51,10
577,99,4,created,2022-12-09 19:00:05.431835,2022-12-14 19:00:05.431835,2022-12-18 19:00:05.431835,16,9
578,98,2,activated,2022-04-11 19:00:05.431835,2022-04-15 19:00:05.431835,2022-04-18 19:00:05.431835,39,7
579,97,1,activated,2022-11-11 19:00:05.431835,2022-11-15 19:00:05.431835,2022-11-18 19:00:05.431835,33,7
580,96,3,activated,2023-01-26 19:00:05.431835,2023-02-02 19:00:05.431835,2023-02-04 19:00:05.431835,10,9
581,99,3,first call,2022-06-14 19:00:05.431835,2022-06-17 19:00:05.431835,2022-06-18 19:00:05.431835,42,4
582,99,4,created,2023-01-31 19:00:05.431835,2023-02-03 19:00:05.431835,2023-02-07 19:00:05.431835,20,7
583,97,3,created,2022-10-21 19:00:05.431835,2022-10-26 19:00:05.431835,2022-10-30 19:00:05.431835,98,9
584,99,1,created,2022-09-26 19:00:05.431835,2022-09-29 19:00:05.431835,2022-10-01 19:00:05.431835,13,5
585,99,2,created,2023-02-01 19:00:05.431835,2023-02-05 19:00:05.431835,2023-02-07 19:00:05.431835,61,6
586,99,1,activated,2022-08-18 19:00:05.431835,2022-08-24 19:00:05.431835,2022-08-29 19:00:05.431835,38,11
587,97,3,created,2022-04-30 19:00:05.431835,2022-05-01 19:00:05.431835,2022-05-02 19:00:05.431835,92,2
588,97,2,activated,2023-03-07 19:00:05.431835,2023-03-09 19:00:05.431835,2023-03-12 19:00:05.431835,20,5
589,99,2,first call,2022-06-14 19:00:05.431835,2022-06-20 19:00:05.431835,2022-06-23 19:00:05.431835,13,9
590,97,3,created,2022-11-02 19:00:05.431835,2022-11-07 19:00:05.431835,2022-11-11 19:00:05.431835,65,9
591,98,3,activated,2023-01-31 19:00:05.431835,2023-02-05 19:00:05.431835,2023-02-10 19:00:05.431835,88,10
592,98,2,created,2022-08-29 19:00:05.431835,2022-09-03 19:00:05.431835,2022-09-09 19:00:05.431835,84,11
593,98,4,created,2022-04-27 19:00:05.431835,2022-04-29 19:00:05.431835,2022-05-04 19:00:05.431835,11,7
594,97,2,first call,2022-12-02 19:00:05.431835,2022-12-08 19:00:05.431835,2022-12-11 19:00:05.431835,94,9
595,98,1,activated,2022-12-03 19:00:05.431835,2022-12-06 19:00:05.431835,2022-12-13 19:00:05.431835,59,10
596,98,2,first call,2022-08-18 19:00:05.431835,2022-08-19 19:00:05.431835,2022-08-26 19:00:05.431835,84,8
597,98,1,created,2022-06-18 19:00:05.431835,2022-06-23 19:00:05.431835,2022-06-25 19:00:05.431835,55,7
598,97,2,first call,2023-01-20 19:00:05.431835,2023-01-25 19:00:05.431835,2023-02-01 19:00:05.431835,80,12
599,96,3,created,2022-05-07 19:00:05.431835,2022-05-10 19:00:05.431835,2022-05-13 19:00:05.431835,51,6
600,99,1,created,2022-08-08 19:00:05.431835,2022-08-14 19:00:05.431835,2022-08-15 19:00:05.431835,38,7
601,99,3,first call,2022-11-20 19:00:05.431835,2022-11-21 19:00:05.431835,2022-11-24 19:00:05.431835,19,4
602,99,4,first call,2022-08-04 19:00:05.431835,2022-08-11 19:00:05.431835,2022-08-17 19:00:05.431835,45,13
603,96,4,activated,2022-07-31 19:00:05.431835,2022-08-06 19:00:05.431835,2022-08-10 19:00:05.431835,19,10
604,99,3,activated,2022-09-07 19:00:05.431835,2022-09-13 19:00:05.431835,2022-09-16 19:00:05.431835,19,9
605,97,1,first call,2023-02-11 19:00:05.431835,2023-02-17 19:00:05.431835,2023-02-18 19:00:05.431835,65,7
606,97,4,activated,2022-03-23 19:00:05.431835,2022-03-29 19:00:05.431835,2022-04-02 19:00:05.431835,89,10
607,98,4,first call,2023-01-07 19:00:05.431835,2023-01-14 19:00:05.431835,2023-01-19 19:00:05.431835,48,12
608,98,2,created,2023-02-21 19:00:05.431835,2023-02-24 19:00:05.431835,2023-02-27 19:00:05.431835,27,6
609,99,1,activated,2022-09-14 19:00:05.431835,2022-09-17 19:00:05.431835,2022-09-18 19:00:05.431835,13,4
610,97,1,created,2022-05-26 19:00:05.431835,2022-06-02 19:00:05.431835,2022-06-09 19:00:05.431835,49,14
611,98,2,activated,2022-07-05 19:00:05.431835,2022-07-08 19:00:05.431835,2022-07-11 19:00:05.431835,72,6
612,96,4,first call,2022-12-29 19:00:05.431835,2023-01-04 19:00:05.431835,2023-01-05 19:00:05.431835,80,7
613,98,1,first call,2022-07-02 19:00:05.431835,2022-07-08 19:00:05.431835,2022-07-11 19:00:05.431835,79,9
614,99,3,activated,2022-12-17 19:00:05.431835,2022-12-20 19:00:05.431835,2022-12-27 19:00:05.431835,24,10
615,99,2,activated,2022-05-15 19:00:05.431835,2022-05-20 19:00:05.431835,2022-05-24 19:00:05.431835,61,9
616,99,1,activated,2022-04-20 19:00:05.431835,2022-04-25 19:00:05.431835,2022-05-02 19:00:05.431835,82,12
617,96,4,first call,2022-09-25 19:00:05.431835,2022-10-01 19:00:05.431835,2022-10-08 19:00:05.431835,43,13
618,97,1,created,2022-09-29 19:00:05.431835,2022-10-02 19:00:05.431835,2022-10-09 19:00:05.431835,19,10
619,99,1,first call,2023-03-12 19:00:05.431835,2023-03-13 19:00:05.431835,2023-03-18 19:00:05.431835,80,6
620,99,4,activated,2023-02-16 19:00:05.431835,2023-02-20 19:00:05.431835,2023-02-27 19:00:05.431835,98,11
621,99,4,created,2023-01-25 19:00:05.431835,2023-01-27 19:00:05.431835,2023-01-28 19:00:05.431835,20,3
622,97,2,activated,2022-06-14 19:00:05.431835,2022-06-15 19:00:05.431835,2022-06-17 19:00:05.431835,94,3
623,96,3,created,2023-03-14 19:00:05.431835,2023-03-19 19:00:05.431835,2023-03-21 19:00:05.431835,49,7
624,97,1,first call,2023-01-24 19:00:05.431835,2023-01-29 19:00:05.431835,2023-02-02 19:00:05.431835,73,9
625,96,4,first call,2022-12-21 19:00:05.431835,2022-12-22 19:00:05.431835,2022-12-29 19:00:05.431835,80,8
626,97,4,created,2022-06-11 19:00:05.431835,2022-06-18 19:00:05.431835,2022-06-21 19:00:05.431835,88,10
627,97,1,activated,2022-04-05 19:00:05.431835,2022-04-08 19:00:05.431835,2022-04-12 19:00:05.431835,87,7
628,99,2,created,2022-09-06 19:00:05.431835,2022-09-13 19:00:05.431835,2022-09-14 19:00:05.431835,63,8
629,98,4,first call,2022-08-22 19:00:05.431835,2022-08-27 19:00:05.431835,2022-08-28 19:00:05.431835,31,6
630,97,4,activated,2022-11-21 19:00:05.431835,2022-11-23 19:00:05.431835,2022-11-27 19:00:05.431835,98,6
631,97,1,first call,2022-09-22 19:00:05.431835,2022-09-27 19:00:05.431835,2022-10-02 19:00:05.431835,19,10
632,96,3,activated,2022-07-02 19:00:05.431835,2022-07-07 19:00:05.431835,2022-07-12 19:00:05.431835,28,10
633,99,2,activated,2022-12-20 19:00:05.431835,2022-12-26 19:00:05.431835,2022-12-29 19:00:05.431835,80,9
634,99,2,first call,2023-03-20 19:00:05.431835,2023-03-26 19:00:05.431835,2023-03-30 19:00:05.431835,49,10
635,98,3,activated,2022-11-20 19:00:05.431835,2022-11-25 19:00:05.431835,2022-11-30 19:00:05.431835,79,10
636,96,1,created,2023-03-25 19:00:05.431835,2023-03-28 19:00:05.431835,2023-04-01 19:00:05.431835,83,7
637,98,1,created,2022-09-20 19:00:05.431835,2022-09-26 19:00:05.431835,2022-10-03 19:00:05.431835,31,13
638,96,1,activated,2022-04-04 19:00:05.431835,2022-04-11 19:00:05.431835,2022-04-13 19:00:05.431835,64,9
639,99,3,created,2023-01-11 19:00:05.431835,2023-01-16 19:00:05.431835,2023-01-21 19:00:05.431835,85,10
640,98,3,created,2022-06-09 19:00:05.431835,2022-06-13 19:00:05.431835,2022-06-14 19:00:05.431835,13,5
641,99,3,activated,2023-01-31 19:00:05.431835,2023-02-04 19:00:05.431835,2023-02-08 19:00:05.431835,85,8
642,98,2,activated,2022-05-09 19:00:05.431835,2022-05-12 19:00:05.431835,2022-05-15 19:00:05.431835,96,6
643,96,4,activated,2022-05-24 19:00:05.431835,2022-05-29 19:00:05.431835,2022-06-03 19:00:05.431835,34,10
644,96,2,created,2023-01-28 19:00:05.431835,2023-02-01 19:00:05.431835,2023-02-03 19:00:05.431835,77,6
645,97,1,activated,2022-12-04 19:00:05.431835,2022-12-11 19:00:05.431835,2022-12-16 19:00:05.431835,61,12
646,97,3,first call,2023-02-23 19:00:05.431835,2023-02-26 19:00:05.431835,2023-03-03 19:00:05.431835,80,8
647,96,3,created,2022-06-29 19:00:05.431835,2022-07-01 19:00:05.431835,2022-07-03 19:00:05.431835,95,4
648,97,2,activated,2022-11-05 19:00:05.431835,2022-11-12 19:00:05.431835,2022-11-17 19:00:05.431835,14,12
649,98,1,created,2023-01-27 19:00:05.431835,2023-01-29 19:00:05.431835,2023-01-31 19:00:05.431835,91,4
650,97,2,created,2022-10-23 19:00:05.431835,2022-10-28 19:00:05.431835,2022-11-04 19:00:05.431835,64,12
651,98,4,created,2022-12-10 19:00:05.431835,2022-12-15 19:00:05.431835,2022-12-20 19:00:05.431835,77,10
652,97,1,first call,2022-10-19 19:00:05.431835,2022-10-21 19:00:05.431835,2022-10-24 19:00:05.431835,79,5
653,97,3,created,2022-06-30 19:00:05.431835,2022-07-02 19:00:05.431835,2022-07-08 19:00:05.431835,48,8
654,96,2,activated,2022-10-01 19:00:05.431835,2022-10-05 19:00:05.431835,2022-10-11 19:00:05.431835,88,10
655,99,3,created,2023-02-10 19:00:05.431835,2023-02-13 19:00:05.431835,2023-02-19 19:00:05.431835,94,9
656,98,3,first call,2023-02-26 19:00:05.431835,2023-03-01 19:00:05.431835,2023-03-04 19:00:05.431835,80,6
657,98,2,first call,2023-03-17 19:00:05.431835,2023-03-19 19:00:05.431835,2023-03-20 19:00:05.431835,33,3
658,97,1,first call,2023-01-16 19:00:05.431835,2023-01-17 19:00:05.431835,2023-01-23 19:00:05.431835,73,7
659,97,1,first call,2022-06-04 19:00:05.431835,2022-06-08 19:00:05.431835,2022-06-09 19:00:05.431835,24,5
660,98,2,activated,2022-08-17 19:00:05.431835,2022-08-22 19:00:05.431835,2022-08-29 19:00:05.431835,84,12
661,99,2,created,2022-04-22 19:00:05.431835,2022-04-23 19:00:05.431835,2022-04-29 19:00:05.431835,47,7
662,98,3,activated,2022-10-02 19:00:05.431835,2022-10-07 19:00:05.431835,2022-10-11 19:00:05.431835,89,9
663,96,2,activated,2023-01-06 19:00:05.431835,2023-01-12 19:00:05.431835,2023-01-14 19:00:05.431835,77,8
664,96,2,first call,2022-07-23 19:00:05.431835,2022-07-29 19:00:05.431835,2022-07-31 19:00:05.431835,21,8
665,96,2,activated,2023-01-13 19:00:05.431835,2023-01-17 19:00:05.431835,2023-01-24 19:00:05.431835,77,11
666,98,1,activated,2023-02-27 19:00:05.431835,2023-03-02 19:00:05.431835,2023-03-08 19:00:05.431835,48,9
667,97,2,first call,2023-03-01 19:00:05.431835,2023-03-06 19:00:05.431835,2023-03-07 19:00:05.431835,20,6
668,97,1,first call,2023-02-04 19:00:05.431835,2023-02-11 19:00:05.431835,2023-02-12 19:00:05.431835,65,8
669,96,3,created,2023-03-07 19:00:05.431835,2023-03-12 19:00:05.431835,2023-03-15 19:00:05.431835,49,8
670,99,1,created,2022-10-25 19:00:05.431835,2022-10-29 19:00:05.431835,2022-11-05 19:00:05.431835,77,11
671,97,4,first call,2022-06-13 19:00:05.431835,2022-06-16 19:00:05.431835,2022-06-18 19:00:05.431835,88,5
672,99,1,first call,2023-02-18 19:00:05.431835,2023-02-21 19:00:05.431835,2023-02-26 19:00:05.431835,26,8
673,97,3,created,2022-10-14 19:00:05.431835,2022-10-17 19:00:05.431835,2022-10-23 19:00:05.431835,98,9
674,96,2,activated,2022-06-17 19:00:05.431835,2022-06-19 19:00:05.431835,2022-06-26 19:00:05.431835,61,9
675,96,3,activated,2022-10-17 19:00:05.431835,2022-10-24 19:00:05.431835,2022-10-30 19:00:05.431835,97,13
676,96,2,created,2022-05-03 19:00:05.431835,2022-05-06 19:00:05.431835,2022-05-10 19:00:05.431835,94,7
677,99,2,activated,2022-04-09 19:00:05.431835,2022-04-12 19:00:05.431835,2022-04-18 19:00:05.431835,47,9
678,99,1,activated,2022-09-14 19:00:05.431835,2022-09-20 19:00:05.431835,2022-09-24 19:00:05.431835,13,10
679,98,3,first call,2022-04-16 19:00:05.431835,2022-04-19 19:00:05.431835,2022-04-25 19:00:05.431835,54,9
680,98,1,activated,2022-10-05 19:00:05.431835,2022-10-07 19:00:05.431835,2022-10-12 19:00:05.431835,75,7
681,98,4,first call,2022-09-30 19:00:05.431835,2022-10-04 19:00:05.431835,2022-10-09 19:00:05.431835,52,9
682,97,4,first call,2022-06-06 19:00:05.431835,2022-06-09 19:00:05.431835,2022-06-14 19:00:05.431835,88,8
683,96,1,first call,2022-12-19 19:00:05.431835,2022-12-25 19:00:05.431835,2022-12-27 19:00:05.431835,68,8
684,99,1,first call,2022-06-07 19:00:05.431835,2022-06-09 19:00:05.431835,2022-06-14 19:00:05.431835,31,7
685,96,3,first call,2022-09-14 19:00:05.431835,2022-09-16 19:00:05.431835,2022-09-22 19:00:05.431835,34,8
686,99,3,created,2023-02-17 19:00:05.431835,2023-02-23 19:00:05.431835,2023-03-01 19:00:05.431835,94,12
687,99,2,first call,2022-12-19 19:00:05.431835,2022-12-22 19:00:05.431835,2022-12-29 19:00:05.431835,80,10
688,98,3,created,2022-12-27 19:00:05.431835,2022-12-29 19:00:05.431835,2023-01-03 19:00:05.431835,49,7
689,97,4,activated,2022-04-19 19:00:05.431835,2022-04-20 19:00:05.431835,2022-04-26 19:00:05.431835,37,7
